[2,2]
("port 1","TE",1,"port 1",1,"transmission")
1.934144890322580625e+14 9.457290663642365924e-01 2.131360916396626060e+00
1.932897859445518750e+14 9.453412779817558231e-01 2.052240772426767279e+00
1.931652435567010312e+14 9.450133923490636745e-01 1.973225419664582425e+00
1.930408615582743125e+14 9.447409049604637010e-01 1.894285488990119060e+00
1.929166396396396250e+14 9.445238048228897787e-01 1.815441306144687461e+00
1.927925774919614062e+14 9.443564575981751030e-01 1.736661397074763524e+00
1.926686748071979375e+14 9.442364953377109238e-01 1.657967402514592292e+00
1.925449312780989062e+14 9.441620706408577757e-01 1.579328579038853819e+00
1.924213465982028125e+14 9.441267346408859229e-01 1.500766872194308599e+00
1.922979204618345000e+14 9.441270714796103913e-01 1.422254334764968764e+00
1.921746525641025625e+14 9.441593346516958807e-01 1.343814454092132848e+00
1.920515426008968750e+14 9.442186237919257819e-01 1.265419074682285761e+00
1.919285902688860312e+14 9.442988849897830939e-01 1.187070644591827318e+00
1.918057952655150000e+14 9.443985373216992052e-01 1.108786327758734647e+00
1.916831572890025625e+14 9.445133211473516477e-01 1.030549135165223396e+00
1.915606760383386562e+14 9.446392811803837608e-01 9.523791814853342919e-01
1.914383512132822500e+14 9.447715788015721428e-01 8.742513476702415964e-01
1.913161825143586250e+14 9.449083111460088169e-01 7.961704861655946042e-01
1.911941696428571250e+14 9.450463968280436999e-01 7.181576278802236368e-01
1.910723123008285625e+14 9.451802834238167694e-01 6.401683615221938073e-01
1.909506101910827812e+14 9.453114497757888479e-01 5.622459476663865807e-01
1.908290630171864688e+14 9.454356162938049035e-01 4.844007331656489113e-01
1.907076704834605625e+14 9.455470342320184685e-01 4.065733152691304308e-01
1.905864322949777500e+14 9.456490822383101236e-01 3.288287910886192322e-01
1.904653481575603438e+14 9.457339474068561236e-01 2.511055346719689441e-01
1.903444177777777500e+14 9.458041118319652218e-01 1.734576367097160898e-01
1.902236408629441562e+14 9.458550985763058971e-01 9.588893767647783950e-02
1.901030171211160625e+14 9.458848443615950341e-01 1.834210868366232747e-02
1.899825462610899688e+14 9.458890328916366164e-01 -5.914702119230945410e-02
1.898622279924002188e+14 9.458671834270052647e-01 -1.365607285090659762e-01
1.897420620253164375e+14 9.458156740336876034e-01 -2.139473456468683754e-01
1.896220480708412500e+14 9.457295022781339044e-01 -2.912463288340652046e-01
1.895021858407079688e+14 9.456071587366686737e-01 -3.685195580170652629e-01
1.893824750473783750e+14 9.454428284478259004e-01 -4.457118594413785884e-01
1.892629154040404062e+14 9.452370747877597568e-01 -5.228393525375072404e-01
1.891435066246056875e+14 9.449841343149038009e-01 -5.999065394262997897e-01
1.890242484237074375e+14 9.446775639070240649e-01 -6.769360962566173257e-01
1.889051405166981562e+14 9.443164023297431209e-01 -7.538708158641426182e-01
1.887861826196473438e+14 9.438919569678350108e-01 -8.307573379856271201e-01
1.886673744493392188e+14 9.434051104369762797e-01 -9.075475901035382487e-01
1.885487157232704375e+14 9.428504958159970029e-01 -9.842763323033781875e-01
1.884302061596480000e+14 9.422252936540106427e-01 -1.060898560935261248e+00
1.883118454773869375e+14 9.415272072946302417e-01 -1.137450856392030696e+00
1.881936333961079688e+14 9.407475192732280833e-01 -1.213903093689913337e+00
1.880755696361355000e+14 9.398919189408375674e-01 -1.290247868813997556e+00
1.879576539184952812e+14 9.389549060965016736e-01 -1.366502550473736033e+00
1.878398859649122812e+14 9.379373330094626926e-01 -1.442607035878123778e+00
1.877222654978084062e+14 9.368372113200063023e-01 -1.518600330106391727e+00
1.876047922403003750e+14 9.356586835954490144e-01 -1.594456877602516531e+00
1.874874659161975938e+14 9.344003045208087999e-01 -1.670154835375575519e+00
1.873702862500000000e+14 9.330704114943584315e-01 -1.745717005890704110e+00
("port 1","TE",1,"port 3",1,"transmission")
(101,3)
1.998616386666666562e+14 9.765975739371219877e-01 -2.578050038177739228e-02
1.997284863424383750e+14 9.761020793692928299e-01 -1.112293738147560190e-01
1.995955113182423438e+14 9.755989431703587789e-01 -1.965020658070408266e-01
1.994627132401862812e+14 9.751053706083473438e-01 -2.816679292732686135e-01
1.993300917553191562e+14 9.746221457432283630e-01 -3.666845025242979617e-01
1.991976465116279062e+14 9.741463760525149729e-01 -4.515534242883411653e-01
1.990653771580345312e+14 9.736893101885885082e-01 -5.363067930738402156e-01
1.989332833443928125e+14 9.732501840173576335e-01 -6.209222860208362116e-01
1.988013647214854062e+14 9.728302516724238735e-01 -7.054304515345942717e-01
1.986696209410205625e+14 9.724295671303839761e-01 -7.898355235317215950e-01
1.985380516556291250e+14 9.720458008597446797e-01 -8.741200767162146112e-01
1.984066565188616562e+14 9.716799984167595605e-01 -9.583126368877907808e-01
1.982754351851851875e+14 9.713254042242054354e-01 -1.042395521621633625e+00
1.981443873099801875e+14 9.709851021282348560e-01 -1.126388434565460006e+00
1.980135125495376562e+14 9.706500716215322733e-01 -1.210302623597620642e+00
1.978828105610560938e+14 9.703129482927359550e-01 -1.294115062934672267e+00
1.977522810026385312e+14 9.699726952083478348e-01 -1.377873414172939404e+00
1.976219235332894062e+14 9.696218456648885153e-01 -1.461509698270613722e+00
1.974917378129117188e+14 9.692574041171247989e-01 -1.545087350619019917e+00
1.973617235023041250e+14 9.688706477857723653e-01 -1.628588805460083444e+00
1.972318802631579062e+14 9.684562753879850661e-01 -1.711984779876026375e+00
1.971022077580539375e+14 9.680086119357055319e-01 -1.795294668483847111e+00
1.969727056504599062e+14 9.675284052484089958e-01 -1.878512953169789279e+00
1.968433736047275000e+14 9.670028019557748156e-01 -1.961635212000830242e+00
1.967142112860892500e+14 9.664397042363146451e-01 -2.044634536081697984e+00
1.965852183606557500e+14 9.658285256448500000e-01 -2.127549415929425702e+00
1.964563944954128438e+14 9.651711839207285371e-01 -2.210320353253091064e+00
1.963277393582187188e+14 9.644681844739098064e-01 -2.292997045919863197e+00
1.961992526178010312e+14 9.637170988119194703e-01 -2.375519054549843023e+00
1.960709339437540938e+14 9.629264788733207237e-01 -2.457930889138476793e+00
1.959427830065359375e+14 9.620929667708987276e-01 -2.540172283169697121e+00
1.958147994774656875e+14 9.612214011995370289e-01 -2.622266087815052771e+00
1.956869830287206250e+14 9.603188386660251874e-01 -2.704227179891904420e+00
1.955593333333333438e+14 9.593887277154788951e-01 -2.786003738233441496e+00
1.954318500651890312e+14 9.584378403644304711e-01 -2.867641799177451656e+00
1.953045328990227812e+14 9.574732278549383802e-01 -2.949106938939111799e+00
1.951773815104166562e+14 9.564990472471320837e-01 -3.030401146128877787e+00
1.950503955757970312e+14 9.555246569644046950e-01 -3.111503131729423277e+00
1.949235747724317188e+14 9.545584582403340290e-01 3.090713773102428785e+00
1.947969187784275312e+14 9.536049210296307921e-01 3.009936720091316076e+00
1.946704272727272812e+14 9.526716153405180298e-01 2.929334439868803042e+00
1.945440999351070938e+14 9.517680757974965600e-01 2.848875640290892353e+00
1.944179364461737812e+14 9.509000174319949261e-01 2.768582917807201227e+00
1.942919364873622500e+14 9.500697656769383492e-01 2.688452732081276331e+00
1.941660997409326250e+14 9.492860616074839664e-01 2.608457422843387885e+00
1.940404258899676562e+14 9.485524127108960757e-01 2.528633035320879241e+00
1.939149146183699688e+14 9.478708618433959732e-01 2.448934462048979022e+00
1.937895656108597188e+14 9.472478605048658684e-01 2.369347684796118347e+00
1.936643785529715625e+14 9.466815921629315733e-01 2.289895332599770406e+00
1.935393531310523125e+14 9.461740023044861170e-01 2.210568985214298898e+00
1.934144890322580625e+14 9.457290663642365924e-01 2.131360916396626060e+00
1.932897859445518750e+14 9.453412779817558231e-01 2.052240772426767279e+00
1.931652435567010312e+14 9.450133923490636745e-01 1.973225419664582425e+00
1.930408615582743125e+14 9.447409049604637010e-01 1.894285488990119060e+00
1.929166396396396250e+14 9.445238048228897787e-01 1.815441306144687461e+00
1.927925774919614062e+14 9.443564575981751030e-01 1.736661397074763524e+00
1.926686748071979375e+14 9.442364953377109238e-01 1.657967402514592292e+00
1.925449312780989062e+14 9.441620706408577757e-01 1.579328579038853819e+00
1.924213465982028125e+14 9.441267346408859229e-01 1.500766872194308599e+00
1.922979204618345000e+14 9.441270714796103913e-01 1.422254334764968764e+00
1.921746525641025625e+14 9.441593346516958807e-01 1.343814454092132848e+00
1.920515426008968750e+14 9.442186237919257819e-01 1.265419074682285761e+00
1.919285902688860312e+14 9.442988849897830939e-01 1.187070644591827318e+00
1.918057952655150000e+14 9.443985373216992052e-01 1.108786327758734647e+00
1.916831572890025625e+14 9.445133211473516477e-01 1.030549135165223396e+00
1.915606760383386562e+14 9.446392811803837608e-01 9.523791814853342919e-01
1.914383512132822500e+14 9.447715788015721428e-01 8.742513476702415964e-01
1.913161825143586250e+14 9.449083111460088169e-01 7.961704861655946042e-01
1.911941696428571250e+14 9.450463968280436999e-01 7.181576278802236368e-01
1.910723123008285625e+14 9.451802834238167694e-01 6.401683615221938073e-01
1.909506101910827812e+14 9.453114497757888479e-01 5.622459476663865807e-01
1.908290630171864688e+14 9.454356162938049035e-01 4.844007331656489113e-01
1.907076704834605625e+14 9.455470342320184685e-01 4.065733152691304308e-01
1.905864322949777500e+14 9.456490822383101236e-01 3.288287910886192322e-01
1.904653481575603438e+14 9.457339474068561236e-01 2.511055346719689441e-01
1.903444177777777500e+14 9.458041118319652218e-01 1.734576367097160898e-01
1.902236408629441562e+14 9.458550985763058971e-01 9.588893767647783950e-02
1.901030171211160625e+14 9.458848443615950341e-01 1.834210868366232747e-02
1.899825462610899688e+14 9.458890328916366164e-01 -5.914702119230945410e-02
1.898622279924002188e+14 9.458671834270052647e-01 -1.365607285090659762e-01
1.897420620253164375e+14 9.458156740336876034e-01 -2.139473456468683754e-01
1.896220480708412500e+14 9.457295022781339044e-01 -2.912463288340652046e-01
1.895021858407079688e+14 9.456071587366686737e-01 -3.685195580170652629e-01
1.893824750473783750e+14 9.454428284478259004e-01 -4.457118594413785884e-01
1.892629154040404062e+14 9.452370747877597568e-01 -5.228393525375072404e-01
1.891435066246056875e+14 9.449841343149038009e-01 -5.999065394262997897e-01
1.890242484237074375e+14 9.446775639070240649e-01 -6.769360962566173257e-01
1.889051405166981562e+14 9.443164023297431209e-01 -7.538708158641426182e-01
1.887861826196473438e+14 9.438919569678350108e-01 -8.307573379856271201e-01
1.886673744493392188e+14 9.434051104369762797e-01 -9.075475901035382487e-01
1.885487157232704375e+14 9.428504958159970029e-01 -9.842763323033781875e-01
1.884302061596480000e+14 9.422252936540106427e-01 -1.060898560935261248e+00
1.883118454773869375e+14 9.415272072946302417e-01 -1.137450856392030696e+00
1.881936333961079688e+14 9.407475192732280833e-01 -1.213903093689913337e+00
1.880755696361355000e+14 9.398919189408375674e-01 -1.290247868813997556e+00
1.879576539184952812e+14 9.389549060965016736e-01 -1.366502550473736033e+00
1.878398859649122812e+14 9.379373330094626926e-01 -1.442607035878123778e+00
1.877222654978084062e+14 9.368372113200063023e-01 -1.518600330106391727e+00
1.876047922403003750e+14 9.356586835954490144e-01 -1.594456877602516531e+00
1.874874659161975938e+14 9.344003045208087999e-01 -1.670154835375575519e+00
1.873702862500000000e+14 9.330704114943584315e-01 -1.745717005890704110e+00
("port 2","TE",1,"port 3",1,"transmission")
(101,3)
1.998616386666666562e+14 6.661907274414477151e-03 -2.817744177106999981e+00
1.997284863424383750e+14 6.896879681471025300e-03 -2.964642358776645725e+00
1.995955113182423438e+14 7.124678819135149208e-03 -3.110533549439516321e+00
1.994627132401862812e+14 7.344382187055866450e-03 3.027704482254800045e+00
1.993300917553191562e+14 7.554909998420363156e-03 2.883774292848506171e+00
1.991976465116279062e+14 7.755108012787586234e-03 2.740906474736604093e+00
1.990653771580345312e+14 7.944328259152812557e-03 2.599078479137173492e+00
1.989332833443928125e+14 8.121595024305622301e-03 2.458366421365702159e+00
1.988013647214854062e+14 8.286258232904747043e-03 2.318773131670928578e+00
1.986696209410205625e+14 8.437725855411633974e-03 2.180325848657253651e+00
1.985380516556291250e+14 8.575437401923806727e-03 2.043085449075830340e+00
1.984066565188616562e+14 8.699072322667533719e-03 1.907069121189205019e+00
1.982754351851851875e+14 8.808443533843860612e-03 1.772329436858669727e+00
1.981443873099801875e+14 8.902986319103309634e-03 1.638910849661563418e+00
1.980135125495376562e+14 8.983108006126476128e-03 1.506821857167617518e+00
1.978828105610560938e+14 9.048583836222402754e-03 1.376150593569748670e+00
1.977522810026385312e+14 9.099909721289956357e-03 1.246875098871507603e+00
1.976219235332894062e+14 9.136932550037857662e-03 1.119143567081281487e+00
1.974917378129117188e+14 9.160442077468446131e-03 9.929054550698854786e-01
1.973617235023041250e+14 9.170930688637649389e-03 8.682409256764198613e-01
1.972318802631579062e+14 9.168894959614350137e-03 7.452297135388002980e-01
1.971022077580539375e+14 9.155056468810093134e-03 6.238890825854452871e-01
1.969727056504599062e+14 9.130472082737197889e-03 5.042647206656524217e-01
1.968433736047275000e+14 9.096007936338813479e-03 3.864021543125347735e-01
1.967142112860892500e+14 9.052590644743676099e-03 2.703764061549946973e-01
1.965852183606557500e+14 9.001343980349423360e-03 1.561634345511486999e-01
1.964563944954128438e+14 8.943578830394899315e-03 4.385596215806911863e-02
1.963277393582187188e+14 8.880365240917972511e-03 -6.657550441151255383e-02
1.961992526178010312e+14 8.813202579882292373e-03 -1.750645994071222955e-01
1.960709339437540938e+14 8.743364347823334368e-03 -2.816527334610186006e-01
1.959427830065359375e+14 8.672086845214824202e-03 -3.862899727855322873e-01
1.958147994774656875e+14 8.600759162285189982e-03 -4.890225192859233294e-01
1.956869830287206250e+14 8.530830552970278605e-03 -5.899133849270017382e-01
1.955593333333333438e+14 8.463567544518177041e-03 -6.889617802692930004e-01
1.954318500651890312e+14 8.400306914656695614e-03 -7.862870120853973077e-01
1.953045328990227812e+14 8.342131356840871981e-03 -8.819528109204576305e-01
1.951773815104166562e+14 8.290188098809441949e-03 -9.760635274064233258e-01
1.950503955757970312e+14 8.245632218537229247e-03 -1.068735450296612655e+00
1.949235747724317188e+14 8.209202442293993610e-03 -1.160171349946081953e+00
1.947969187784275312e+14 8.181790690617108189e-03 -1.250471192061890058e+00
1.946704272727272812e+14 8.163915624492739526e-03 -1.339827295429285359e+00
1.945440999351070938e+14 8.156109070983170659e-03 -1.428455195898724384e+00
1.944179364461737812e+14 8.158651253685240620e-03 -1.516522846897892851e+00
1.942919364873622500e+14 8.171716268021347179e-03 -1.604219645865811561e+00
1.941660997409326250e+14 8.195224861069350455e-03 -1.691765244019245662e+00
1.940404258899676562e+14 8.229054759895425633e-03 -1.779297703935520003e+00
1.939149146183699688e+14 8.272865008921253399e-03 -1.867031188332283653e+00
1.937895656108597188e+14 8.326197351392977675e-03 -1.955146087195017479e+00
1.936643785529715625e+14 8.388489088435353500e-03 -2.043750782995524595e+00
1.935393531310523125e+14 8.459135027124793302e-03 -2.132983897160922293e+00
1.934144890322580625e+14 8.537274048643510305e-03 -2.222968364111166828e+00
1.932897859445518750e+14 8.622171653252118720e-03 -2.313807507117917606e+00
1.931652435567010312e+14 8.712887622197355159e-03 -2.405595671066723007e+00
1.930408615582743125e+14 8.808597856156667738e-03 -2.498382671961915324e+00
1.929166396396396250e+14 8.908180497173887047e-03 -2.592231489859967652e+00
1.927925774919614062e+14 9.010765453236917188e-03 -2.687177467808265607e+00
1.926686748071979375e+14 9.115343877049630547e-03 -2.783221199405247148e+00
1.925449312780989062e+14 9.220753074239826028e-03 -2.880441428140929627e+00
1.924213465982028125e+14 9.326179542942715506e-03 -2.978778762768705679e+00
1.922979204618345000e+14 9.430382981337252085e-03 -3.078284141347831682e+00
1.921746525641025625e+14 9.532434325435193770e-03 3.104261569979763102e+00
1.920515426008968750e+14 9.631306947529781268e-03 3.002485060308135445e+00
1.919285902688860312e+14 9.725877626968505718e-03 2.899559112465892152e+00
1.918057952655150000e+14 9.815170295966339775e-03 2.795552836482065207e+00
1.916831572890025625e+14 9.898141933252606328e-03 2.690449527321197909e+00
1.915606760383386562e+14 9.973766548645861610e-03 2.584293088829876073e+00
1.914383512132822500e+14 1.004098355728377454e-02 2.477089720174442622e+00
1.913161825143586250e+14 1.009879929924447153e-02 2.368839063495023378e+00
1.911941696428571250e+14 1.014631377623757130e-02 2.259640586297178899e+00
1.910723123008285625e+14 1.018234735252709910e-02 2.149435056345914585e+00
1.909506101910827812e+14 1.020607542249685369e-02 2.038300298657902410e+00
1.908290630171864688e+14 1.021642513044074621e-02 1.926269723109522491e+00
1.907076704834605625e+14 1.021253502268298571e-02 1.813346823922138418e+00
1.905864322949777500e+14 1.019350120469183184e-02 1.699591986189423309e+00
1.904653481575603438e+14 1.015841656200220690e-02 1.584966140327465967e+00
1.903444177777777500e+14 1.010642756358292454e-02 1.469589447998058906e+00
1.902236408629441562e+14 1.003680206188866698e-02 1.353479602635075940e+00
1.901030171211160625e+14 9.948703731111932860e-03 1.236611918900047957e+00
1.899825462610899688e+14 9.841411246938828322e-03 1.119046401866118812e+00
1.898622279924002188e+14 9.714373390939971473e-03 1.000892245047082296e+00
1.897420620253164375e+14 9.566804087703760853e-03 8.820292600308038411e-01
1.896220480708412500e+14 9.398328372477969539e-03 7.626800049732026521e-01
1.895021858407079688e+14 9.208375256451763885e-03 6.427000325558173133e-01
1.893824750473783750e+14 8.996592559213692150e-03 5.223510681772105535e-01
1.892629154040404062e+14 8.762633674906877487e-03 4.015241842733647260e-01
1.891435066246056875e+14 8.506254014016339723e-03 2.802960012983829463e-01
1.890242484237074375e+14 8.227116799061620286e-03 1.588054153163037108e-01
1.889051405166981562e+14 7.925472261777113253e-03 3.702289267959969071e-02
1.887861826196473438e+14 7.600903155464450341e-03 -8.485991491061493919e-02
1.886673744493392188e+14 7.253718975595316483e-03 -2.067342679871216338e-01
1.885487157232704375e+14 6.884108862485197738e-03 -3.285978661624705532e-01
1.884302061596480000e+14 6.492373046259851919e-03 -4.501521469686310950e-01
1.883118454773869375e+14 6.078736503916811439e-03 -5.712971918419672557e-01
1.881936333961079688e+14 5.643613093836225697e-03 -6.916009882882818705e-01
1.880755696361355000e+14 5.187851179673901893e-03 -8.108105744875613308e-01
1.879576539184952812e+14 4.711986222167140193e-03 -9.283021263237647425e-01
1.878398859649122812e+14 4.216968848809374976e-03 -1.043108621037699413e+00
1.877222654978084062e+14 3.703807179631616806e-03 -1.153902627189457908e+00
1.876047922403003750e+14 3.174316975741121958e-03 -1.258359944387515972e+00
1.874874659161975938e+14 2.629949179865953210e-03 -1.351650090795089909e+00
1.873702862500000000e+14 2.075025080749772193e-03 -1.424625206717683001e+00
("port 3","TE",1,"port 3",1,"transmission")
(101,3)
1.998616386666666562e+14 2.909686189394448605e-02 -1.764782293059351526e+00
1.997284863424383750e+14 2.905247207403904505e-02 -1.868933192877605620e+00
1.995955113182423438e+14 2.890029088098208451e-02 -1.973784716614851442e+00
1.994627132401862812e+14 2.864539769332493171e-02 -2.079456532367333743e+00
1.993300917553191562e+14 2.829259137515163086e-02 -2.185955369207892574e+00
1.991976465116279062e+14 2.784788842121578567e-02 -2.293368859540523719e+00
1.990653771580345312e+14 2.731682460081481106e-02 -2.401791125372764846e+00
1.989332833443928125e+14 2.670575922947887940e-02 -2.511299147055883640e+00
1.988013647214854062e+14 2.602122324448090732e-02 -2.622042465855875193e+00
1.986696209410205625e+14 2.526980966238823526e-02 -2.734152681379712568e+00
1.985380516556291250e+14 2.445794543009837188e-02 -2.847758511533723169e+00
1.984066565188616562e+14 2.359218916750373957e-02 -2.963069897255209195e+00
1.982754351851851875e+14 2.267916327825227063e-02 -3.080272560483794386e+00
1.981443873099801875e+14 2.172608980227143036e-02 3.083499106393905453e+00
1.980135125495376562e+14 2.073878327243427327e-02 2.961593409455946180e+00
1.978828105610560938e+14 1.972424452995059571e-02 2.836840291968595551e+00
1.977522810026385312e+14 1.868873729994127708e-02 2.708739441509355750e+00
1.976219235332894062e+14 1.763989634492092728e-02 2.576796701913870002e+00
1.974917378129117188e+14 1.658415471769418559e-02 2.440256027823440643e+00
1.973617235023041250e+14 1.552930773890974156e-02 2.298323729122617731e+00
1.972318802631579062e+14 1.448434454061328647e-02 2.149969132480113121e+00
1.971022077580539375e+14 1.345887276742359882e-02 1.993880537125876540e+00
1.969727056504599062e+14 1.246435371479535752e-02 1.828533903371781344e+00
1.968433736047275000e+14 1.151502921145056320e-02 1.652064171698787609e+00
1.967142112860892500e+14 1.062862211761719453e-02 1.462432597454948358e+00
1.965852183606557500e+14 9.826791056151184048e-03 1.257435364894078589e+00
1.964563944954128438e+14 9.135116281829216631e-03 1.035477980144013710e+00
1.963277393582187188e+14 8.583851817655760788e-03 7.959893390680814473e-01
1.961992526178010312e+14 8.202599248053006609e-03 5.408491566334560074e-01
1.960709339437540938e+14 8.016503334254328553e-03 2.747837048659138581e-01
1.959427830065359375e+14 8.039948329469026600e-03 5.484882161002575807e-03
1.958147994774656875e+14 8.269537918317432929e-03 -2.586501069633454497e-01
1.956869830287206250e+14 8.686747260007234364e-03 -5.107549606173674706e-01
1.955593333333333438e+14 9.263377222477567341e-03 -7.467254058548599138e-01
1.954318500651890312e+14 9.968055175404055834e-03 -9.656367356857874507e-01
1.953045328990227812e+14 1.077115167581173781e-02 -1.168252485121035855e+00
1.951773815104166562e+14 1.164691468830328543e-02 -1.356464014820666142e+00
1.950503955757970312e+14 1.257390748907782213e-02 -1.532437517723876264e+00
1.949235747724317188e+14 1.353524293891554715e-02 -1.698201247409553805e+00
1.947969187784275312e+14 1.451633072081104717e-02 -1.855493161788886569e+00
1.946704272727272812e+14 1.550550514645237035e-02 -2.005739760165533792e+00
1.945440999351070938e+14 1.649294504605057846e-02 -2.150234402618435681e+00
1.944179364461737812e+14 1.746969274664855742e-02 -2.289893035041900227e+00
1.942919364873622500e+14 1.842780463833644522e-02 -2.425505971770768099e+00
1.941660997409326250e+14 1.936039253523584233e-02 -2.557744817272125104e+00
1.940404258899676562e+14 2.026084911083173012e-02 -2.687099023889200300e+00
1.939149146183699688e+14 2.112264421934276562e-02 -2.814025482393774702e+00
1.937895656108597188e+14 2.194059265091242647e-02 -2.938939877637151810e+00
1.936643785529715625e+14 2.270853514174413570e-02 -3.062103320895598113e+00
1.935393531310523125e+14 2.342126490119706209e-02 3.099401218469773678e+00
1.934144890322580625e+14 2.407464173892018278e-02 2.978917300400009793e+00
1.932897859445518750e+14 2.466310632735312092e-02 2.859418216919291655e+00
1.931652435567010312e+14 2.518411311575414341e-02 2.740677291109517189e+00
1.930408615582743125e+14 2.563205888377574973e-02 2.622512832176411735e+00
1.929166396396396250e+14 2.600542457859274931e-02 2.504706904445364035e+00
1.927925774919614062e+14 2.630022484323273416e-02 2.387065516073818117e+00
1.926686748071979375e+14 2.651475916697608806e-02 2.269401527622790571e+00
1.925449312780989062e+14 2.664847854096184798e-02 2.151457229652740555e+00
1.924213465982028125e+14 2.669924386347318282e-02 2.033048508279724498e+00
1.922979204618345000e+14 2.666824987811164047e-02 1.913881719286233185e+00
1.921746525641025625e+14 2.655617933581075688e-02 1.793718141818268830e+00
1.920515426008968750e+14 2.636467139245073088e-02 1.672223415543846237e+00
1.919285902688860312e+14 2.609768075710770449e-02 1.549052665369896387e+00
1.918057952655150000e+14 2.575918496980563951e-02 1.423872073281425177e+00
1.916831572890025625e+14 2.535514072450766043e-02 1.296212232240015139e+00
1.915606760383386562e+14 2.489318367525673176e-02 1.165640591260516112e+00
1.914383512132822500e+14 2.438285256749432584e-02 1.031601160554513230e+00
1.913161825143586250e+14 2.383585827701906190e-02 8.935421963331084960e-01
1.911941696428571250e+14 2.326600599049657297e-02 7.508822747855834479e-01
1.910723123008285625e+14 2.269024369888953188e-02 6.029570865375705191e-01
1.909506101910827812e+14 2.212877818542179076e-02 4.492791085854019317e-01
1.908290630171864688e+14 2.160443695891689844e-02 2.893678565154742532e-01
1.907076704834605625e+14 2.114269408039714387e-02 1.228627753439605619e-01
1.905864322949777500e+14 2.077209397936027879e-02 -5.012483219235413373e-02
1.904653481575603438e+14 2.052207677462258850e-02 -2.292028110545966946e-01
1.903444177777777500e+14 2.042166948061461748e-02 -4.133397263436032754e-01
1.902236408629441562e+14 2.049701746476098596e-02 -6.010290472684188812e-01
1.901030171211160625e+14 2.076885680192962907e-02 -7.903764098174691499e-01
1.899825462610899688e+14 2.125110306756810424e-02 -9.791650929816627658e-01
1.898622279924002188e+14 2.194895319544977463e-02 -1.165210103764309224e+00
1.897420620253164375e+14 2.285888551728540441e-02 -1.346697304590689370e+00
1.896220480708412500e+14 2.397128697069952907e-02 -1.522212451333802674e+00
1.895021858407079688e+14 2.526960356742924407e-02 -1.690964497924706933e+00
1.893824750473783750e+14 2.673576833549234227e-02 -1.852568590800569792e+00
1.892629154040404062e+14 2.834810882667439247e-02 -2.007095693255675162e+00
1.891435066246056875e+14 3.008559272075671948e-02 -2.154893133191799759e+00
1.890242484237074375e+14 3.192807442153098446e-02 -2.296496338220611388e+00
1.889051405166981562e+14 3.385443045251295552e-02 -2.432410294614119284e+00
1.887861826196473438e+14 3.584664238912192713e-02 -2.563314746604244743e+00
1.886673744493392188e+14 3.788613822090656363e-02 -2.689730575940089796e+00
1.885487157232704375e+14 3.995610810286686493e-02 -2.812263436929660632e+00
1.884302061596480000e+14 4.204032435843738091e-02 -2.931365657745346631e+00
1.883118454773869375e+14 4.412396441519321477e-02 -3.047537757847134987e+00
1.881936333961079688e+14 4.619233413235662028e-02 3.122020147147044344e+00
1.880755696361355000e+14 4.823140059410311459e-02 3.010588574427560893e+00
1.879576539184952812e+14 5.022814679670200427e-02 2.901001425231963360e+00
1.878398859649122812e+14 5.216939645185366542e-02 2.793037185310425663e+00
1.877222654978084062e+14 5.404331494942327813e-02 2.686387359623220839e+00
1.876047922403003750e+14 5.583795476958363507e-02 2.580865380054294889e+00
1.874874659161975938e+14 5.754234222317416297e-02 2.476257664818381166e+00
1.873702862500000000e+14 5.914571764449485375e-02 2.372368216832424270e+00
("port 4","TE",1,"port 3",1,"transmission")
(101,3)
1.998616386666666562e+14 6.661907274414477151e-03 -2.817744177106999981e+00
1.997284863424383750e+14 6.896879681471025300e-03 -2.964642358776645725e+00
1.995955113182423438e+14 7.124678819135149208e-03 -3.110533549439516321e+00
1.994627132401862812e+14 7.344382187055866450e-03 3.027704482254800045e+00
1.993300917553191562e+14 7.554909998420363156e-03 2.883774292848506171e+00
1.991976465116279062e+14 7.755108012787586234e-03 2.740906474736604093e+00
1.990653771580345312e+14 7.944328259152812557e-03 2.599078479137173492e+00
1.989332833443928125e+14 8.121595024305622301e-03 2.458366421365702159e+00
1.988013647214854062e+14 8.286258232904747043e-03 2.318773131670928578e+00
1.986696209410205625e+14 8.437725855411633974e-03 2.180325848657253651e+00
1.985380516556291250e+14 8.575437401923806727e-03 2.043085449075830340e+00
1.984066565188616562e+14 8.699072322667533719e-03 1.907069121189205019e+00
1.982754351851851875e+14 8.808443533843860612e-03 1.772329436858669727e+00
1.981443873099801875e+14 8.902986319103309634e-03 1.638910849661563418e+00
1.980135125495376562e+14 8.983108006126476128e-03 1.506821857167617518e+00
1.978828105610560938e+14 9.048583836222402754e-03 1.376150593569748670e+00
1.977522810026385312e+14 9.099909721289956357e-03 1.246875098871507603e+00
1.976219235332894062e+14 9.136932550037857662e-03 1.119143567081281487e+00
1.974917378129117188e+14 9.160442077468446131e-03 9.929054550698854786e-01
1.973617235023041250e+14 9.170930688637649389e-03 8.682409256764198613e-01
1.972318802631579062e+14 9.168894959614350137e-03 7.452297135388002980e-01
1.971022077580539375e+14 9.155056468810093134e-03 6.238890825854452871e-01
1.969727056504599062e+14 9.130472082737197889e-03 5.042647206656524217e-01
1.968433736047275000e+14 9.096007936338813479e-03 3.864021543125347735e-01
1.967142112860892500e+14 9.052590644743676099e-03 2.703764061549946973e-01
